"","Wine.Color","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","Class"
"1642","W",6.9,0.32,0.15,8.1,0.046,51,180,0.9958,3.13,0.45,8.9,"Bad"
"1643","W",6.7,0.36,0.28,8.3,0.034,29,81,0.99151,2.96,0.39,12.5,"Good"
"1644","R",10.2,0.29,0.49,2.6,0.059,5,13,0.9976,3.05,0.74,10.5,"Good"
"1645","W",6.1,0.36,0.27,2.1,0.035,16,100,0.9917,3.4,0.71,11.5,"Good"
"1646","W",8.1,0.27,0.41,1.45,0.033,11,63,0.9908,2.99,0.56,12,"Good"
"1647","W",7.7,0.275,0.3,1,0.039,19,75,0.992,3.01,0.56,10.7,"Bad"
"1648","W",7.9,0.36,0.53,12.9,0.049,63,139,0.99792,2.94,0.45,9.1,"Bad"
"1649","W",6.6,0.28,0.3,12.9,0.033,31,177,0.99479,3.12,0.39,11.2,"Bad"
"1650","W",6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,"Bad"
"1651","W",6.5,0.41,0.22,4.8,0.052,49,142,0.9946,3.14,0.62,9.2,"Bad"
"1652","W",6.4,0.41,0.01,6.1,0.048,20,70,0.99362,3.19,0.42,10,"Bad"
"1653","R",8.5,0.4,0.4,6.3,0.05,3,10,0.99566,3.28,0.56,12,"Bad"
"1654","W",6.8,0.32,0.32,8.7,0.029,31,105,0.99146,3,0.34,12.3,"Bad"
"1655","W",6.2,0.36,0.14,8.9,0.036,38,155,0.99622,3.27,0.5,9.4,"Bad"
"1656","W",7.7,0.34,0.58,11.1,0.039,41,151,0.9978,3.06,0.49,8.6,"Bad"
"1657","W",7,0.25,0.56,2,0.035,20,95,0.9918,3.23,0.53,11,"Good"
"1658","W",6.7,0.24,0.41,2.9,0.039,48,122,0.99052,3.25,0.43,12,"Good"
"1659","W",5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5,"Good"
"1660","W",7.4,0.22,0.28,9,0.046,22,121,0.99468,3.1,0.55,10.8,"Bad"
"1661","W",6.5,0.17,0.54,8.5,0.082,64,163,0.9959,2.89,0.39,8.8,"Good"
"1662","W",6.1,0.34,0.24,18.35,0.05,33,184,0.99943,3.12,0.61,9.3,"Bad"
"1663","W",6.3,0.27,0.25,5.8,0.038,52,155,0.995,3.28,0.38,9.4,"Bad"
"1664","W",6.6,0.32,0.47,15.6,0.063,27,173,0.99872,3.18,0.56,9,"Bad"
"1665","W",8.3,0.33,0.42,1.15,0.033,18,96,0.9911,3.2,0.32,12.4,"Bad"
"1666","W",6.9,0.44,0.18,11.8,0.051,26,126,0.9975,3.23,0.48,9.1,"Bad"
"1667","R",10.4,0.28,0.54,2.7,0.105,5,19,0.9988,3.25,0.63,9.5,"Good"
"1668","W",6.7,0.31,0.18,7.7,0.043,57,200,0.99566,3.17,0.44,9.4,"Bad"
"1669","W",8.1,0.46,0.31,1.7,0.052,50,183,0.9923,3.03,0.42,11.2,"Bad"
"1670","W",7.2,0.24,0.29,3,0.036,17,117,0.99411,3.36,0.68,10.1,"Bad"
"1671","R",5.9,0.46,0,1.9,0.077,25,44,0.99385,3.5,0.53,11.2,"Bad"
"1672","W",7.3,0.24,0.43,2,0.021,20,69,0.99,3.08,0.56,12.2,"Good"
"1673","W",5.8,0.24,0.39,1.5,0.054,37,158,0.9932,3.21,0.52,9.3,"Bad"
"1674","W",6.7,0.17,0.5,2.1,0.043,27,122,0.9923,3.15,0.45,10.3,"Bad"
"1675","W",6.4,0.125,0.36,1.4,0.044,22,68,0.99014,3.15,0.5,11.7,"Good"
"1676","W",6.6,0.21,0.31,11.4,0.039,46,165,0.99795,3.41,0.44,9.8,"Good"
"1677","W",8.8,0.19,0.3,5,0.028,34,120,0.99242,2.94,0.47,11.2,"Bad"
"1678","W",6.4,0.15,0.36,1.8,0.034,43,150,0.9922,3.42,0.69,11,"Good"
"1679","W",7.6,0.27,0.32,1.2,0.043,23,72,0.99236,3.06,0.68,10.5,"Bad"
"1680","W",5.6,0.225,0.24,9.8,0.054,59,140,0.99545,3.17,0.39,10.2,"Bad"
"1681","W",7,0.16,0.32,1.1,0.032,29,80,0.98972,3.23,0.36,12.1,"Bad"
"1682","W",7.7,0.28,0.29,4.3,0.051,25,142,0.9939,3.16,0.39,10.2,"Bad"
"1683","W",7.9,0.27,0.27,1.7,0.034,25,122,0.99088,2.97,0.51,11.9,"Bad"
"1684","W",7.8,0.27,0.58,11.2,0.036,44,161,0.9977,3.06,0.41,8.9,"Bad"
"1685","R",7.9,0.66,0,1.4,0.096,6,13,0.99569,3.43,0.58,9.5,"Bad"
"1686","W",7.2,0.27,0.28,15.2,0.046,6,41,0.99665,3.17,0.39,10.9,"Good"
"1687","R",9,0.58,0.25,2,0.104,8,21,0.99769,3.27,0.72,9.6,"Bad"
"1688","W",6,0.32,0.3,1.9,0.033,41,142,0.98912,3.29,0.42,12.8,"Good"
"1689","W",6.9,0.18,0.33,1,0.054,24,164,0.9926,3.42,0.51,10.5,"Bad"
"1690","R",7.9,0.4,0.3,1.8,0.157,2,45,0.99727,3.31,0.91,9.5,"Good"
"1691","R",9.8,0.34,0.39,1.4,0.066,3,7,0.9947,3.19,0.55,11.4,"Good"
"1692","W",6.4,0.37,0.19,3.5,0.068,18,101,0.9934,3.03,0.38,9,"Good"
"1693","R",8.2,0.28,0.4,2.4,0.052,4,10,0.99356,3.33,0.7,12.8,"Good"
"1694","W",6.4,0.41,0.01,6.1,0.048,20,70,0.99362,3.19,0.42,10,"Bad"
"1695","R",7.7,0.64,0.21,2.2,0.077,32,133,0.9956,3.27,0.45,9.9,"Bad"
"1696","W",7.2,0.24,0.4,17.85,0.049,50,185,1,3.34,0.42,9.6,"Bad"
"1697","W",4.9,0.335,0.14,1.3,0.036,69,168,0.99212,3.47,0.46,10.46666667,"Bad"
"1698","W",7.1,0.43,0.25,2.8,0.036,43,132,0.98975,3.21,0.47,13.4,"Good"
"1699","W",6,0.59,0,0.8,0.037,30,95,0.99032,3.1,0.4,10.9,"Bad"
"1700","R",5.4,0.42,0.27,2,0.092,23,55,0.99471,3.78,0.64,12.3,"Good"
"1701","W",6.6,0.34,0.24,3.3,0.034,29,99,0.99031,3.1,0.4,12.3,"Good"
"1702","W",6.9,0.32,0.16,1.4,0.051,15,96,0.994,3.22,0.38,9.5,"Bad"
"1703","W",6.8,0.14,0.18,1.4,0.047,30,90,0.99164,3.27,0.54,11.2,"Good"
"1704","W",6.5,0.28,0.35,9.8,0.067,61,180,0.9972,3.15,0.57,9,"Bad"
"1705","R",7.1,0.22,0.49,1.8,0.039,8,18,0.99344,3.39,0.56,12.4,"Bad"
"1706","W",6.3,0.27,0.37,7.9,0.047,58,215,0.99542,3.19,0.48,9.5,"Bad"
"1707","W",6.8,0.23,0.32,8.6,0.046,47,159,0.99452,3.08,0.52,10.5,"Bad"
"1708","W",6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,"Good"
"1709","R",8.4,0.36,0.32,2.2,0.081,32,79,0.9964,3.3,0.72,11,"Bad"
"1710","W",6.6,0.36,0.21,1.5,0.049,39,184,0.9928,3.18,0.41,9.9,"Bad"
"1711","W",7.7,0.43,0.37,10,0.169,22,210,0.99776,3.02,0.64,9.5,"Bad"
"1712","W",7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,"Bad"
"1713","W",6.3,0.36,0.3,4.8,0.049,14,85,0.9932,3.28,0.39,10.6,"Bad"
"1714","W",6,0.32,0.33,9.9,0.032,22,90,0.99258,3.1,0.43,12.1,"Bad"
"1715","W",7,0.25,0.33,2.1,0.021,17,76,0.99021,3.26,0.45,12.3,"Good"
"1716","R",9.4,0.4,0.47,2.5,0.087,6,20,0.99772,3.15,0.5,10.5,"Bad"
"1717","W",6.7,0.24,0.37,11.3,0.043,64,173,0.99632,3.08,0.53,9.9,"Good"
"1718","W",5.9,0.28,0.14,8.6,0.032,30,142,0.99542,3.28,0.44,9.5,"Good"
"1719","W",7.4,0.26,0.29,3.7,0.048,14,73,0.9915,3.06,0.45,11.4,"Bad"
"1720","W",6.1,0.27,0.43,7.5,0.049,65,243,0.9957,3.12,0.47,9,"Bad"
"1721","W",6.4,0.3,0.51,5.5,0.048,62,172,0.9942,3.08,0.45,9.1,"Good"
"1722","W",6.8,0.16,0.36,1.3,0.034,32,98,0.99058,3.02,0.58,11.3,"Bad"
"1723","W",7.2,0.14,0.32,1.1,0.022,48,116,0.99218,3.04,0.67,10,"Good"
"1724","W",8.9,0.21,0.34,7.1,0.037,33,150,0.9962,3.1,0.45,9.7,"Bad"
"1725","W",4.8,0.225,0.38,1.2,0.074,47,130,0.99132,3.31,0.4,10.3,"Bad"
"1726","W",7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,"Good"
"1727","W",6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,"Bad"
"1728","R",7.1,0.56,0.14,1.6,0.078,7,18,0.99592,3.27,0.62,9.3,"Good"
"1729","R",6.4,0.53,0.09,3.9,0.123,14,31,0.9968,3.5,0.67,11,"Bad"
"1730","R",10.8,0.4,0.41,2.2,0.084,7,17,0.9984,3.08,0.67,9.3,"Good"
"1731","W",6,0.25,0.4,5.7,0.052,56,152,0.99398,3.16,0.88,10.5,"Bad"
"1732","R",6.1,0.56,0,2.2,0.079,6,9,0.9948,3.59,0.54,11.5,"Bad"
"1733","W",6.1,0.27,0.31,1.5,0.035,17,83,0.99076,3.32,0.44,11.1,"Good"
"1734","W",7,0.24,0.3,12.3,0.035,72,172,0.9954,2.99,0.57,10.4,"Good"
"1735","W",6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6,"Bad"
"1736","W",7.2,0.51,0.24,10,0.093,35,197,0.9981,3.41,0.47,9,"Bad"
"1737","W",6.7,0.16,0.49,2.4,0.046,57,187,0.9952,3.62,0.81,10.4,"Bad"
"1738","W",8.1,0.2,0.49,8.1,0.051,51,205,0.9954,3.1,0.52,11,"Good"
"1739","R",9.6,0.68,0.24,2.2,0.087,5,28,0.9988,3.14,0.6,10.2,"Good"
"1740","W",7,0.53,0.02,1,0.036,39,107,0.993,3.2,0.32,9,"Good"
"1741","W",7.1,0.13,0.4,1.2,0.047,54,134,0.9932,3.3,0.97,9.8,"Good"
"1742","R",6.6,0.855,0.02,2.4,0.062,15,23,0.99627,3.54,0.6,11,"Good"
"1743","W",8.8,0.23,0.74,3.2,0.042,15,126,0.9934,3.02,0.51,11.2,"Good"
"1744","R",6.7,0.58,0.08,1.8,0.097,15,65,0.9959,3.28,0.54,9.2,"Bad"
"1745","W",5.9,0.35,0.47,2.2,0.11,14,138,0.9932,3.09,0.5,9.1,"Bad"
"1746","W",6.5,0.26,0.5,8,0.051,46,197,0.99536,3.18,0.47,9.5,"Bad"
"1747","R",7.3,0.305,0.39,1.2,0.059,7,11,0.99331,3.29,0.52,11.5,"Good"
"1748","R",8.6,0.22,0.36,1.9,0.064,53,77,0.99604,3.47,0.87,11,"Bad"
"1749","W",6.8,0.27,0.3,13,0.047,69,160,0.99705,3.16,0.5,9.6,"Good"
"1750","R",8.4,0.745,0.11,1.9,0.09,16,63,0.9965,3.19,0.82,9.6,"Bad"
"1751","W",6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,"Bad"
"1752","R",6.6,0.63,0,4.3,0.093,51,77.5,0.99558,3.2,0.45,9.5,"Bad"
"1753","W",7.5,0.3,0.21,6.55,0.026,33,143,0.99244,2.92,0.35,11.1,"Good"
"1754","W",6.6,0.23,0.2,11.4,0.044,45,131,0.99604,2.96,0.51,9.7,"Bad"
"1755","W",4.9,0.235,0.27,11.75,0.03,34,118,0.9954,3.07,0.5,9.4,"Bad"
"1756","R",8.3,0.625,0.2,1.5,0.08,27,119,0.9972,3.16,1.12,9.1,"Bad"
"1757","W",6.4,0.28,0.44,7.1,0.048,49,179,0.99528,3.15,0.48,9.2,"Bad"
"1758","W",8.3,0.4,0.38,1.1,0.038,15,75,0.9934,3.03,0.43,9.2,"Bad"
"1759","W",7.3,0.19,0.49,15.55,0.058,50,134,0.9998,3.42,0.36,9.1,"Good"
"1760","R",8.6,0.685,0.1,1.6,0.092,3,12,0.99745,3.31,0.65,9.55,"Good"
"1761","W",6,0.31,0.27,2.3,0.042,19,120,0.98952,3.32,0.41,12.7,"Good"
"1762","R",6.6,0.725,0.09,5.5,0.117,9,17,0.99655,3.35,0.49,10.8,"Good"
"1763","R",7.2,0.725,0.05,4.65,0.086,4,11,0.9962,3.41,0.39,10.9,"Bad"
"1764","R",8.7,0.675,0.1,1.6,0.09,4,11,0.99745,3.31,0.65,9.55,"Good"
"1765","W",6.4,0.25,0.53,6.6,0.038,59,234,0.9955,3.03,0.42,8.8,"Bad"
"1766","W",7.5,0.27,0.31,17.7,0.051,33,173,0.999,3.09,0.64,10.2,"Bad"
"1767","W",7.2,0.28,0.3,10.7,0.044,61,222,0.9972,3.14,0.5,9.1,"Good"
"1768","W",6.6,0.26,0.52,8.2,0.047,52,191,0.99541,3.16,0.47,9.5,"Bad"
"1769","W",7.7,0.26,0.31,1.3,0.043,47,155,0.9937,3.42,0.5,10.1,"Good"
"1770","W",7.3,0.22,0.41,15.4,0.05,55,191,1,3.32,0.59,8.9,"Bad"
"1771","W",6.7,0.24,0.39,2.9,0.173,63,157,0.9937,3.1,0.34,9.4,"Good"
"1772","W",8.8,0.33,0.36,2.1,0.034,19,125,0.99166,2.96,0.98,12.7,"Good"
"1773","W",6.5,0.22,0.34,12,0.053,55,177,0.9983,3.52,0.44,9.9,"Bad"
"1774","W",6.6,0.16,0.4,1.5,0.044,48,143,0.9912,3.54,0.52,12.4,"Good"
"1775","W",6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,"Bad"
"1776","W",6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,"Good"
"1777","W",7.2,0.25,0.32,1.5,0.054,24,105,0.99154,3.17,0.48,11.1,"Good"
"1778","W",7.1,0.28,0.19,7.8,0.04,48,184,0.99579,3.16,0.5,9.4,"Bad"
"1779","R",7.4,0.55,0.19,1.8,0.082,15,34,0.99655,3.49,0.68,10.5,"Good"
"1780","R",7.6,0.49,0.26,1.6,0.236,10,88,0.9968,3.11,0.8,9.3,"Good"
"1781","W",7.5,0.28,0.41,1.3,0.044,11,126,0.99293,3.28,0.45,10.3,"Good"
"1782","W",6.6,0.22,0.37,15.4,0.035,62,153,0.99845,3.02,0.4,9.3,"Bad"
"1783","R",5.1,0.42,0,1.8,0.044,18,88,0.99157,3.68,0.73,13.6,"Good"
"1784","W",7.1,0.34,0.2,6.1,0.063,47,164,0.9946,3.17,0.42,10,"Bad"
"1785","W",6.4,0.14,0.31,1.2,0.034,53,138,0.99084,3.38,0.35,11.5,"Good"
"1786","R",8.7,0.33,0.38,3.3,0.063,10,19,0.99468,3.3,0.73,12,"Good"
"1787","W",6.5,0.33,0.28,6.1,0.018,41,103,0.99122,3.24,0.32,12.2,"Bad"
"1788","W",7.1,0.2,0.31,7.4,0.053,32,211,0.99587,3.31,0.59,10.4,"Bad"
"1789","R",7.3,0.51,0.18,2.1,0.07,12,28,0.99768,3.52,0.73,9.5,"Good"
"1790","W",7.5,0.42,0.14,10.7,0.046,18,95,0.9959,3.22,0.33,10.7,"Bad"
"1791","W",7.6,0.3,0.38,2.1,0.043,10,98,0.99296,3.17,0.65,11,"Bad"
"1792","W",7,0.16,0.26,7.3,0.047,30,220,0.99622,3.38,0.58,10.1,"Bad"
"1793","W",7.9,0.28,0.41,4.9,0.058,31,153,0.9966,3.27,0.51,9.7,"Good"
"1794","W",6.7,0.31,0.3,2.4,0.038,30,83,0.98867,3.09,0.36,12.8,"Bad"
"1795","W",6.3,0.32,0.32,1.5,0.03,24,101,0.98923,3.21,0.42,13,"Bad"
"1796","W",6.5,0.43,0.18,13.15,0.032,25,131,0.99565,3.23,0.51,10.7,"Bad"
"1797","R",7.7,0.96,0.2,2,0.047,15,60,0.9955,3.36,0.44,10.9,"Bad"
"1798","W",6.1,0.36,0.27,2.1,0.035,16,100,0.9917,3.4,0.71,11.5,"Good"
"1799","W",7.7,0.29,0.48,2.3,0.049,36,178,0.9931,3.17,0.64,10.6,"Good"
"1800","W",4.2,0.17,0.36,1.8,0.029,93,161,0.98999,3.65,0.89,12,"Good"
"1801","W",6.9,0.38,0.25,9.8,0.04,28,191,0.9971,3.28,0.61,9.2,"Bad"
"1802","R",9.5,0.39,0.41,8.9,0.069,18,39,0.99859,3.29,0.81,10.9,"Good"
"1803","R",6.2,0.56,0.09,1.7,0.053,24,32,0.99402,3.54,0.6,11.3,"Bad"
"1804","W",5.5,0.34,0.26,2.2,0.021,31,119,0.98919,3.55,0.49,13,"Good"
"1805","W",6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,"Good"
"1806","W",6.8,0.21,0.36,18.1,0.046,32,133,1,3.27,0.48,8.8,"Good"
"1807","W",6.1,0.34,0.21,5,0.042,17,133,0.99373,3.02,0.53,9.4,"Bad"
"1808","W",7.2,0.23,0.39,2.3,0.033,29,102,0.9908,3.26,0.54,12.3,"Good"
"1809","R",7.5,0.4,0.18,1.6,0.079,24,58,0.9965,3.34,0.58,9.4,"Bad"
"1810","R",5.4,0.74,0,1.2,0.041,16,46,0.99258,4.01,0.59,12.5,"Bad"
"1811","W",6,0.32,0.32,4.8,0.041,40,186,0.99235,3.22,0.54,11,"Bad"
"1812","W",8.2,0.42,0.29,4.1,0.03,31,100,0.9911,3,0.32,12.8,"Good"
"1813","R",7.8,0.5,0.09,2.2,0.115,10,42,0.9971,3.18,0.62,9.5,"Bad"
"1814","R",7.8,0.57,0.09,2.3,0.065,34,45,0.99417,3.46,0.74,12.7,"Good"
"1815","W",5.6,0.25,0.19,2.4,0.049,42,166,0.992,3.25,0.43,10.4,"Good"
"1816","W",6,0.32,0.3,1.3,0.025,18,112,0.98802,3.07,0.64,13.3,"Good"
"1817","W",6,0.29,0.2,12.6,0.045,45,187,0.9972,3.33,0.42,9.5,"Bad"
"1818","W",5.6,0.15,0.26,5.55,0.051,51,139,0.99336,3.47,0.5,11,"Bad"
"1819","W",6.6,0.32,0.47,15.6,0.063,27,173,0.99872,3.18,0.56,9,"Bad"
"1820","W",7.3,0.13,0.31,2.3,0.054,22,104,0.9924,3.24,0.92,11.5,"Good"
"1821","W",6.5,0.39,0.81,1.2,0.217,14,74,0.9936,3.08,0.53,9.5,"Bad"
"1822","R",7.1,0.39,0.12,2.1,0.065,14,24,0.99252,3.3,0.53,13.3,"Bad"
"1823","R",7.2,0.34,0.32,2.5,0.09,43,113,0.9966,3.32,0.79,11.1,"Bad"
"1824","W",8.1,0.29,0.49,7.1,0.042,22,124,0.9944,3.14,0.41,10.8,"Good"
"1825","W",7.5,0.21,0.34,1.2,0.06,26,111,0.9931,3.51,0.47,10.7,"Good"
"1826","W",6.8,0.22,0.35,5.5,0.043,21,114,0.9938,3.3,0.53,10.7,"Good"
"1827","W",6,0.16,0.3,6.7,0.043,43,153,0.9951,3.63,0.46,10.6,"Bad"
"1828","W",6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2,"Bad"
"1829","W",6,0.2,0.25,2,0.041,30,95,0.99078,3.27,0.56,11.1,"Bad"
"1830","W",6.7,0.42,0.39,12.1,0.04,61,248,0.99794,3.31,0.58,9.7,"Good"
"1831","W",7.7,0.24,0.3,1.4,0.041,15,102,0.9929,3.26,0.53,10.4,"Good"
"1832","R",7.2,0.58,0.03,2.3,0.077,7,28,0.99568,3.35,0.52,10,"Bad"
"1833","R",8.4,0.56,0.08,2.1,0.105,16,44,0.9958,3.13,0.52,11,"Bad"
"1834","W",7.5,0.34,0.28,4,0.028,46,100,0.98958,3.2,0.5,13.2,"Good"
"1835","W",7.8,0.3,0.74,1.8,0.033,33,156,0.991,3.29,0.52,12.8,"Good"
"1836","W",6.9,0.19,0.49,6.6,0.036,49,172,0.9932,3.2,0.27,11.5,"Good"
"1837","R",8.6,0.47,0.3,3,0.076,30,135,0.9976,3.3,0.53,9.4,"Bad"
"1838","W",6.5,0.28,0.27,5.2,0.04,44,179,0.9948,3.19,0.69,9.4,"Good"
"1839","W",6.1,0.28,0.25,12.9,0.054,34,189,0.9979,3.25,0.43,9,"Bad"
"1840","W",7.1,0.22,0.74,2.7,0.044,42,144,0.991,3.31,0.41,12.2,"Good"
"1841","W",5.8,0.28,0.3,1.5,0.026,31,114,0.98952,3.32,0.6,12.5,"Good"
"1842","W",6.1,0.22,0.49,1.5,0.051,18,87,0.9928,3.3,0.46,9.6,"Bad"
"1843","W",7.15,0.17,0.24,9.6,0.119,56,178,0.99578,3.15,0.44,10.2,"Bad"
"1844","W",6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,"Bad"
"1845","R",8.8,0.42,0.21,2.5,0.092,33,88,0.99823,3.19,0.52,9.2,"Bad"
"1846","W",6.5,0.22,0.27,1.6,0.039,36,116,0.99178,3.38,0.57,11,"Good"
"1847","W",6.6,0.23,0.37,8.5,0.036,46,153,0.99576,3.2,0.48,9.4,"Bad"
"1848","W",6.8,0.19,0.33,4.9,0.047,42,130,0.99283,3.12,0.56,11,"Bad"
"1849","W",7.8,0.29,0.29,3.15,0.044,41,117,0.99153,3.24,0.35,11.5,"Bad"
"1850","W",11.8,0.23,0.38,11.1,0.034,15,123,0.9997,2.93,0.55,9.7,"Bad"
"1851","R",10.2,0.33,0.46,1.9,0.081,6,9,0.99628,3.1,0.48,10.4,"Good"
"1852","W",7.6,0.36,0.49,11.3,0.046,87,221,0.9984,3.01,0.43,9.2,"Bad"
"1853","W",5.8,0.28,0.66,9.1,0.039,26,159,0.9965,3.66,0.55,10.8,"Bad"
"1854","R",7.2,0.41,0.3,2.1,0.083,35,72,0.997,3.44,0.52,9.4,"Bad"
"1855","W",7.4,0.25,0.49,1.1,0.042,35,156,0.9917,3.13,0.55,11.3,"Bad"
"1856","W",6.1,0.28,0.26,1.5,0.03,25,101,0.98894,3.03,0.41,12.1,"Bad"
"1857","R",6.7,0.48,0.08,2.1,0.064,18,34,0.99552,3.33,0.64,9.7,"Bad"
"1858","W",7.6,0.27,0.52,3.2,0.043,28,152,0.99129,3.02,0.53,11.4,"Good"
"1859","R",12.4,0.4,0.51,2,0.059,6,24,0.9994,3.04,0.6,9.3,"Good"
"1860","R",8.6,0.47,0.27,2.3,0.055,14,28,0.99516,3.18,0.8,11.2,"Bad"
"1861","W",7.1,0.34,0.15,1.2,0.053,61,183,0.9936,3.09,0.43,9.2,"Bad"
"1862","W",6.7,0.15,0.32,7.9,0.034,17,81,0.99512,3.29,0.31,10,"Good"
"1863","W",7,0.12,0.28,6.3,0.057,17,103,0.9957,3.5,0.44,9.6,"Bad"
"1864","W",7.2,0.2,0.34,2.7,0.032,49,151,0.99,3.16,0.39,12.7,"Good"
"1865","R",10,0.73,0.43,2.3,0.059,15,31,0.9966,3.15,0.57,11,"Bad"
"1866","W",6.6,0.2,0.38,7.9,0.052,30,145,0.9947,3.32,0.56,11,"Good"
"1867","W",5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,"Good"
"1868","W",6,0.24,0.28,3.95,0.038,61,134,0.99146,3.3,0.54,11.3,"Good"
"1869","W",10,0.23,0.27,14.1,0.033,45,166,0.9988,2.72,0.43,9.7,"Bad"
"1870","W",6.8,0.18,0.28,1.1,0.027,32,112,0.99089,3.15,0.45,11,"Good"
"1871","W",7.8,0.445,0.56,1,0.04,8,84,0.9938,3.25,0.43,10.8,"Good"
"1872","R",6.9,0.84,0.21,4.1,0.074,16,65,0.99842,3.53,0.72,9.233333333,"Good"
"1873","R",5.3,0.57,0.01,1.7,0.054,5,27,0.9934,3.57,0.84,12.5,"Good"
"1874","W",6.9,0.25,0.26,5.2,0.024,36,135,0.9948,3.16,0.72,10.7,"Good"
"1875","W",5.8,0.27,0.4,1.2,0.076,47,130,0.99185,3.13,0.45,10.3,"Good"
"1876","R",7.3,0.67,0.26,1.8,0.401,16,51,0.9969,3.16,1.14,9.4,"Good"
"1877","W",6.2,0.16,0.54,1.4,0.126,37,110,0.9932,3.23,0.37,8.9,"Good"
"1878","W",7.8,0.26,0.74,7.5,0.044,59,160,0.996,3.22,0.64,10,"Bad"
"1879","W",7.1,0.2,0.27,9.6,0.037,19,105,0.99444,3.04,0.37,10.5,"Good"
"1880","W",6.5,0.32,0.3,2.3,0.051,20,127,0.98964,3.13,0.52,12.8,"Bad"
"1881","W",5.7,0.26,0.3,1.8,0.039,30,105,0.98995,3.48,0.52,12.5,"Bad"
"1882","W",6.9,0.75,0.13,6.3,0.036,19,50,0.99312,3.09,0.25,11.1,"Bad"
"1883","W",8.2,0.28,0.42,1.8,0.031,30,93,0.9917,3.09,0.39,11.4,"Bad"
"1884","W",7.1,0.12,0.3,3.1,0.018,15,37,0.99004,3.02,0.52,11.9,"Good"
"1885","W",7.3,0.2,0.44,1.4,0.045,21,98,0.9924,3.15,0.46,10,"Bad"
"1886","W",5.7,0.18,0.36,1.2,0.046,9,71,0.99199,3.7,0.68,10.9,"Good"
"1887","W",6.3,0.27,0.49,1.2,0.063,35,92,0.9911,3.38,0.42,12.2,"Bad"
"1888","W",6.4,0.29,0.3,2.9,0.036,25,79,0.99037,3.29,0.6,12.4,"Good"
"1889","R",9.6,0.32,0.47,1.4,0.056,9,24,0.99695,3.22,0.82,10.3,"Good"
"1890","W",7,0.22,0.31,2.7,0.03,41,136,0.9898,3.16,0.37,12.7,"Bad"
"1891","W",7,0.25,0.32,9,0.046,56,245,0.9955,3.25,0.5,10.4,"Good"
"1892","R",7.5,0.71,0,1.6,0.092,22,31,0.99635,3.38,0.58,10,"Bad"
"1893","W",6.8,0.22,0.24,4.9,0.092,30,123,0.9951,3.03,0.46,8.6,"Bad"
"1894","W",6.4,0.43,0.27,1.1,0.054,5,110,0.9939,3.24,0.52,9.1,"Bad"
"1895","W",8.6,0.485,0.29,4.1,0.026,19,101,0.9918,3.01,0.38,12.4,"Bad"
"1896","R",7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,"Good"
"1897","W",6.5,0.26,0.39,1.4,0.02,12,66,0.99089,3.25,0.75,11.3,"Good"
"1898","W",8,0.18,0.37,1.3,0.04,15,96,0.9912,3.06,0.61,12.1,"Good"
"1899","W",6.3,0.21,0.4,1.7,0.031,48,134,0.9917,3.42,0.49,11.5,"Good"
"1900","W",6.5,0.43,0.28,11.25,0.032,31,87,0.9922,3.02,0.38,12.4,"Bad"
"1901","W",6.8,0.21,0.4,6.3,0.032,40,121,0.99214,3.18,0.53,12,"Good"
"1902","W",6.7,0.18,0.24,10.3,0.057,64,185,0.99519,3.12,0.5,10.6,"Good"
"1903","R",5.2,0.49,0.26,2.3,0.09,23,74,0.9953,3.71,0.62,12.2,"Bad"
"1904","R",8.6,0.47,0.47,2.4,0.074,7,29,0.9979,3.08,0.46,9.5,"Good"
"1905","R",10.1,0.65,0.37,5.1,0.11,11,65,1.0026,3.32,0.64,10.4,"Good"
"1906","W",7.8,0.26,0.27,1.9,0.051,52,195,0.9928,3.23,0.5,10.9,"Bad"
"1907","W",8.1,0.3,0.49,12.3,0.049,50,144,0.9971,3.09,0.57,10.2,"Good"
"1908","W",6.7,0.25,0.13,1.2,0.041,81,174,0.992,3.14,0.42,9.8,"Bad"
"1909","W",6.4,0.35,0.28,12.6,0.039,19,124,0.99539,3.2,0.43,10.6,"Good"
"1910","W",6.7,0.17,0.27,1.4,0.032,39,149,0.99254,3.4,0.52,10.5,"Bad"
